"date_value","dc_district","Retail Theft","Theft","Fraud/Theft of Services","Vandalism","Alcohol Possession by Minor","Public Drunkenness","Trespass","Disorderly Conduct","Minor Violations (Open Container, Public Urination, Smoking Violation)","Uncategorized Offenses","<NA>"
2018-04-26,"03",0,0,0,0,0,0,0,0,0,0,0
2018-04-26,"04",0,0,0,0,0,0,0,0,0,0,0
2018-04-26,"05",0,0,0,0,0,0,0,0,0,0,0
2018-04-26,"06",39,0,0,0,0,0,78,0,43,0,0
2018-04-26,"07",0,0,0,0,0,0,0,0,0,0,0
2018-04-26,"08",0,0,0,82,0,0,0,0,0,0,0
2018-04-26,"09",35,0,0,0,0,0,84,0,137,138,348
2018-04-26,"12",35,0,0,0,0,0,0,0,0,0,0
2018-04-26,"14",174,0,0,0,0,0,0,0,0,0,0
2018-04-26,"15",36,0,0,0,0,0,0,0,0,0,0
2018-04-26,"16",105,0,0,0,0,0,0,0,0,0,0
2018-04-26,"17",0,0,0,0,0,0,0,0,30,32,0
2018-04-26,"18",0,0,138,0,0,0,0,0,0,72,0
2018-04-26,"19",0,0,0,0,0,0,0,0,0,0,0
2018-04-26,"22",170,0,138,0,0,0,0,0,0,138,51
2018-04-26,"23",0,0,0,0,0,0,0,0,0,0,0
2018-04-26,"24",81,0,0,0,0,0,0,0,0,138,0
2018-04-26,"25",172,0,0,0,0,0,0,0,0,0,0
2018-04-26,"26",0,0,0,0,0,0,0,0,0,105,0
2018-04-26,"35",104,0,137,0,0,0,0,0,0,0,0
2018-04-26,"39",0,0,108,0,0,0,0,0,0,137,0
2018-04-26,"45",0,0,0,0,0,0,0,0,0,0,0
2018-04-26,"49",0,0,0,0,0,0,0,0,0,0,0
2018-04-26,"71",0,0,0,0,0,0,0,0,0,0,0
2018-04-26,"77",0,0,0,0,0,0,0,0,0,0,0
2018-04-27,"01",0,0,0,0,0,0,0,0,0,0,0
2018-04-27,"02",66,0,0,0,0,0,0,0,0,0,0
2018-04-27,"03",51,0,0,0,0,0,0,0,0,0,0
2018-04-27,"04",0,0,0,0,0,0,0,0,0,0,0
2018-04-27,"05",0,0,0,0,0,0,0,0,0,0,0
2018-04-27,"06",15,0,0,0,0,0,45,78,0,137,0
2018-04-27,"07",0,0,0,0,0,0,0,0,0,0,0
2018-04-27,"08",0,0,0,0,0,0,0,0,0,0,0
2018-04-27,"09",0,0,0,0,0,0,0,137,0,93,35
2018-04-27,"12",0,0,0,0,0,0,0,0,0,0,0
2018-04-27,"14",0,0,0,0,0,0,0,0,0,0,0
2018-04-27,"15",0,0,143,0,0,0,0,78,0,84,0
2018-04-27,"16",0,0,0,0,0,0,0,0,0,0,0
2018-04-27,"17",0,0,0,0,0,0,0,0,0,0,0
2018-04-27,"18",0,0,137,0,0,0,0,0,0,147,0
2018-04-27,"19",0,0,147,0,0,0,0,0,0,0,0
2018-04-27,"22",35,0,0,0,0,0,0,0,0,137,0
2018-04-27,"23",0,0,0,0,0,0,0,0,0,0,0
2018-04-27,"24",44,0,88,0,0,0,0,0,0,0,0
2018-04-27,"25",44,0,0,0,0,0,0,0,0,0,0
2018-04-27,"26",104,0,0,0,0,0,0,0,0,49,0
2018-04-27,"35",44,0,0,0,0,0,0,126,0,137,0
2018-04-27,"39",35,0,0,0,0,0,0,0,0,0,0
2018-04-27,"45",0,0,0,0,0,0,0,0,0,0,0
2018-04-27,"49",0,0,0,0,0,0,0,0,0,0,0
2018-04-27,"71",0,0,0,0,0,0,0,0,0,0,0
2018-04-27,"77",0,0,0,0,0,0,0,0,0,0,0
2018-04-30,"01",0,0,0,0,0,0,0,0,0,0,0
2018-04-30,"02",0,0,0,0,0,0,0,0,0,0,0
2018-04-30,"03",0,0,0,0,0,0,0,0,0,0,0
2018-04-30,"04",0,0,0,0,0,0,0,0,0,0,0
2018-04-30,"05",0,0,0,0,0,0,0,0,0,0,0
2018-04-30,"06",0,0,0,0,0,0,0,0,0,0,0
2018-04-30,"07",0,0,0,0,0,0,0,0,0,0,0
2018-04-30,"08",0,0,0,0,0,0,0,0,0,0,0
2018-04-30,"09",0,0,0,0,0,0,0,0,0,0,0
2018-04-30,"12",0,0,0,0,0,0,0,0,0,0,0
2018-04-30,"14",0,0,0,0,0,0,0,0,0,0,0
2018-04-30,"15",4,0,0,0,0,0,0,0,0,0,0
2018-04-30,"16",0,0,0,0,0,0,0,0,0,0,0
2018-04-30,"17",0,0,0,0,0,0,0,0,0,0,0
2018-04-30,"18",0,0,0,0,0,0,0,0,0,0,0
2018-04-30,"19",0,0,0,0,0,0,0,0,0,0,0
2018-04-30,"22",0,0,0,0,0,0,0,0,0,0,0
2018-04-30,"23",0,0,0,0,0,0,0,0,0,0,0
2018-04-30,"24",0,0,0,0,0,0,0,0,0,0,0
2018-04-30,"25",0,0,0,0,0,0,0,0,0,0,0
2018-04-30,"26",0,0,0,0,0,0,0,0,0,0,0
2018-04-30,"35",0,0,0,0,0,0,0,0,0,0,0
2018-04-30,"39",0,0,0,0,0,0,0,0,0,0,0
2018-04-30,"45",0,0,0,0,0,0,0,0,0,0,0
2018-04-30,"49",0,0,0,0,0,0,0,0,0,0,0
2018-04-30,"71",0,0,0,0,0,0,0,0,0,0,0
2018-04-30,"77",0,0,0,0,0,0,0,0,0,0,0
2018-05-01,"01",0,0,0,0,0,0,0,0,0,0,0
2018-05-01,"02",0,0,0,0,0,0,0,2190,0,0,0
2018-05-01,"03",0,0,0,0,0,0,0,0,0,0,0
2018-05-01,"04",0,0,0,0,0,0,0,0,0,0,0
2018-05-01,"05",0,0,0,0,0,0,0,0,0,0,0
2018-05-01,"06",0,0,0,0,0,0,0,0,0,0,0
2018-05-01,"07",0,0,0,0,0,0,0,0,0,0,0
2018-05-01,"08",0,0,0,0,0,0,0,0,0,0,0
2018-05-01,"09",459,0,0,0,0,0,0,0,0,0,0
2018-05-01,"12",0,0,0,0,0,0,0,0,0,0,0
2018-05-01,"14",0,0,0,0,0,0,0,0,0,0,0
2018-05-01,"15",0,0,0,0,0,0,0,0,0,0,0
2018-05-01,"16",0,0,0,0,0,0,0,0,0,0,0
2018-05-01,"17",0,0,0,0,0,0,0,0,0,0,0
2018-05-01,"18",0,0,0,0,0,0,0,0,0,0,0
2018-05-01,"19",0,0,0,0,0,0,0,0,0,0,0
2018-05-01,"22",0,0,0,0,0,0,0,0,0,0,0
2018-05-01,"23",0,0,0,0,0,0,0,0,0,0,0
2018-05-01,"24",0,0,0,0,0,0,0,0,0,0,0
2018-05-01,"25",0,0,0,0,0,0,0,0,0,0,0
2018-05-01,"26",0,0,0,0,0,0,0,0,0,0,0
2018-05-01,"35",0,0,0,0,0,0,0,0,0,0,0
2018-05-01,"39",0,0,0,0,0,0,0,0,0,0,0
2018-05-01,"45",0,0,0,0,0,0,0,0,0,0,0
2018-05-01,"49",0,0,0,0,0,0,0,0,0,0,0
2018-05-01,"71",0,0,0,0,0,0,0,0,0,0,0
2018-05-01,"77",0,0,0,0,0,0,0,0,0,0,0
2018-05-01,NA,0,0,0,0,0,0,0,0,0,6463,0
2018-05-02,"01",0,0,0,0,0,0,0,0,0,0,0
2018-05-02,"02",0,0,0,0,0,0,0,0,0,0,0
2018-05-02,"03",0,0,0,0,0,0,0,0,0,0,0
2018-05-02,"04",0,0,0,0,0,0,0,0,0,0,0
2018-05-02,"05",0,0,0,0,0,0,0,0,0,3801,0
2018-05-02,"06",0,0,0,0,0,0,0,0,0,3289,0
2018-05-02,"07",0,0,0,0,0,0,0,0,0,0,0
2018-05-02,"08",0,0,0,0,0,0,0,0,0,0,0
2018-05-02,"09",0,0,0,0,0,0,0,0,0,0,0
2018-05-02,"12",0,0,0,0,0,0,0,0,0,0,0
2018-05-02,"14",0,0,0,0,0,0,0,0,0,0,0
2018-05-02,"15",15,0,0,0,0,0,0,0,0,54,0
2018-05-02,"16",0,0,0,0,0,0,0,0,0,0,0
2018-05-02,"17",0,0,0,0,0,0,0,0,0,0,0
2018-05-02,"18",0,0,0,0,0,0,0,0,0,0,0
2018-05-02,"19",0,0,0,0,0,0,0,0,0,0,0
2018-05-02,"22",0,0,0,0,0,0,0,0,0,0,0
2018-05-02,"23",0,0,0,0,0,0,0,0,0,0,0
2018-05-02,"24",0,0,0,0,0,0,0,0,0,0,0
2018-05-02,"25",0,0,0,0,0,0,0,0,0,0,0
2018-05-02,"26",0,0,0,0,0,0,0,0,0,480,0
2018-05-02,"35",0,0,0,0,0,0,0,0,0,0,0
2018-05-02,"39",0,0,0,0,0,0,0,0,0,0,0
2018-05-02,"45",0,0,0,0,0,0,0,0,0,0,0
2018-05-02,"49",0,0,0,0,0,0,0,0,0,0,0
2018-05-02,"71",0,0,545,0,0,0,0,0,0,562,0
2018-05-02,"77",0,0,0,0,0,0,0,0,0,0,0
2018-05-03,"01",0,0,0,0,0,0,0,0,0,0,35
2018-05-03,"02",39,0,0,0,0,0,0,0,0,3748,0
2018-05-03,"03",0,0,80,0,0,0,0,0,45,0,0
2018-05-03,"04",0,0,0,0,0,0,0,0,0,0,0
2018-05-03,"05",0,0,0,0,0,0,0,0,0,0,0
2018-05-03,"06",0,0,0,0,0,0,0,0,0,0,0
2018-05-03,"07",0,0,0,0,0,0,0,0,0,0,0
2018-05-03,"08",0,0,0,0,0,0,0,0,0,0,0
2018-05-03,"09",57,0,142,0,0,141,0,58,0,142,0
2018-05-03,"12",0,0,0,0,0,0,0,0,0,0,0
2018-05-03,"14",0,0,0,0,0,0,0,0,0,0,0
2018-05-03,"15",0,0,82,0,0,0,82,0,0,82,0
2018-05-03,"16",0,0,0,0,0,0,0,0,0,0,0
2018-05-03,"17",0,0,0,0,0,0,0,141,0,0,0
2018-05-03,"18",0,0,0,0,0,0,0,0,0,81,0
2018-05-03,"19",0,0,80,0,0,0,0,0,0,0,0
2018-05-03,"22",0,0,0,0,0,0,0,0,0,141,0
2018-05-03,"23",0,0,0,0,0,0,0,0,0,0,0
2018-05-03,"24",0,0,151,0,0,0,0,0,0,0,0
2018-05-03,"25",0,0,0,0,0,0,0,0,0,0,0
2018-05-03,"26",0,0,212,0,0,0,0,0,0,247,0
2018-05-03,"35",0,0,140,0,0,0,0,0,0,1750,0
2018-05-03,"39",0,0,153,0,0,0,0,0,0,80,0
2018-05-03,"45",0,0,0,0,0,0,0,0,0,0,0
2018-05-03,"49",0,0,0,0,0,0,0,0,0,1710,0
2018-05-03,"71",0,0,0,0,0,0,0,0,0,0,0
2018-05-03,"77",0,0,0,0,0,0,0,0,0,0,0
2018-05-04,"01",434,0,0,0,0,0,0,0,0,0,0
2018-05-04,"02",30,0,0,0,0,0,0,0,0,0,0
2018-05-04,"03",0,0,0,0,0,0,0,0,0,0,0
2018-05-04,"04",0,0,0,0,0,0,0,0,0,0,0
2018-05-04,"05",222,0,0,0,0,0,0,0,0,0,0
2018-05-04,"06",26,0,148,0,0,0,0,85,168,94,0
2018-05-04,"07",0,0,0,0,0,0,0,0,0,0,0
2018-05-04,"08",25,0,0,0,0,0,0,0,0,0,0
2018-05-04,"09",50,0,0,0,0,0,0,81,0,140,0
2018-05-04,"12",32,0,0,0,0,0,0,0,0,0,0
2018-05-04,"14",0,0,0,0,0,0,0,0,0,0,0
2018-05-04,"15",32,0,0,0,0,0,140,0,0,146,0
2018-05-04,"16",0,0,0,0,0,0,0,0,0,0,0
2018-05-04,"17",0,0,0,0,0,0,0,0,0,0,0
2018-05-04,"18",0,0,0,0,0,0,0,0,0,0,0
2018-05-04,"19",0,0,0,0,0,0,0,0,0,0,0
2018-05-04,"22",95,0,0,0,0,0,0,37,0,0,0
2018-05-04,"23",0,0,0,0,0,0,0,0,0,0,0
2018-05-04,"24",31,0,0,0,0,0,0,93,0,111,0
2018-05-04,"25",0,0,0,0,0,0,0,0,0,141,0
2018-05-04,"26",48,0,110,0,0,0,0,0,0,80,0
2018-05-04,"35",35,0,0,0,0,0,0,0,0,0,0
2018-05-04,"39",36,0,0,0,0,0,0,0,0,81,0
2018-05-04,"45",0,0,0,0,0,0,0,0,0,0,0
2018-05-04,"49",0,0,0,0,0,0,0,0,0,0,0
2018-05-04,"71",0,0,0,0,0,0,0,0,0,0,0
2018-05-04,"77",0,0,0,0,0,0,0,0,0,0,0
2018-05-08,"01",0,0,0,0,0,0,0,0,0,0,0
2018-05-08,"02",87,0,0,0,0,0,0,0,0,0,0
2018-05-08,"03",0,0,0,0,0,0,0,0,0,0,0
2018-05-08,"04",0,0,0,0,0,0,0,0,0,0,0
2018-05-08,"05",0,0,0,0,0,0,0,0,0,0,0
2018-05-08,"06",132,0,122,0,0,0,96,0,37,132,0
2018-05-08,"07",38,0,0,0,0,0,0,0,0,0,0
2018-05-08,"08",103,0,0,0,0,0,0,0,0,3700,0
2018-05-08,"09",39,0,0,0,0,0,0,84,0,140,0
2018-05-08,"12",38,0,0,0,0,0,0,0,0,0,0
2018-05-08,"14",94,0,0,0,0,0,0,47,0,0,0
2018-05-08,"15",38,0,84,0,0,0,113,0,0,54,0
2018-05-08,"16",32,0,0,0,0,0,0,0,0,0,0
2018-05-08,"17",0,0,0,0,0,0,0,0,0,0,0
2018-05-08,"18",38,0,143,0,0,0,0,0,0,0,38
2018-05-08,"19",1178,0,0,0,0,0,0,0,0,35,0
2018-05-08,"22",64,0,0,0,0,0,0,0,48,0,0
2018-05-08,"23",0,0,0,0,0,0,0,0,0,0,0
2018-05-08,"24",36,0,0,0,0,0,0,0,0,0,158
2018-05-08,"25",0,0,0,0,0,0,0,0,0,0,0
2018-05-08,"26",0,0,113,0,0,0,0,0,0,77,0
2018-05-08,"35",0,0,103,0,0,0,0,0,0,0,0
2018-05-08,"39",0,0,0,0,0,0,0,0,0,113,0
2018-05-08,"45",0,0,0,0,0,0,0,0,0,0,0
2018-05-08,"49",0,0,0,0,0,0,0,0,0,0,0
2018-05-08,"71",0,0,0,0,0,0,0,0,0,0,0
2018-05-08,"77",0,0,0,0,0,0,0,0,0,0,0
2018-05-09,"01",0,0,0,0,0,0,0,0,0,0,0
2018-05-09,"02",0,0,0,0,0,0,0,0,0,0,0
2018-05-09,"03",0,0,0,0,0,0,0,0,0,0,0
2018-05-09,"04",0,0,0,0,0,0,0,0,0,0,0
2018-05-09,"05",0,0,0,0,0,0,0,0,0,0,0
2018-05-09,"06",0,0,0,0,0,0,0,0,0,0,0
2018-05-09,"07",0,0,0,0,0,0,0,0,0,0,0
2018-05-09,"08",0,0,0,0,0,0,0,0,0,0,0
2018-05-09,"09",0,0,0,0,0,0,0,0,0,0,103
2018-05-09,"12",0,0,0,0,0,0,0,0,0,0,0
2018-05-09,"14",0,0,0,0,0,0,0,0,0,0,0
2018-05-09,"15",0,0,0,0,0,0,0,0,0,0,0
2018-05-09,"16",0,0,0,0,0,0,0,0,0,0,0
2018-05-09,"17",0,0,0,0,0,0,0,0,0,0,0
2018-05-09,"18",0,0,0,0,0,0,0,0,0,0,0
2018-05-09,"19",0,0,0,0,0,0,0,0,0,0,0
2018-05-09,"22",0,0,0,0,0,0,0,0,0,0,0
2018-05-09,"23",0,0,0,0,0,0,0,0,0,0,0
2018-05-09,"24",0,0,0,0,0,0,0,0,0,0,0
2018-05-09,"25",0,0,0,0,0,0,0,0,0,0,0
2018-05-09,"26",0,0,0,0,0,0,0,0,0,0,0
2018-05-09,"35",0,0,0,0,0,0,0,0,0,0,0
2018-05-09,"39",0,0,0,0,0,0,0,0,0,0,0
2018-05-09,"45",0,0,0,0,0,0,0,0,0,0,0
2018-05-09,"49",0,0,0,0,0,0,0,0,0,0,0
2018-05-09,"71",0,0,0,0,0,0,0,0,0,3424,0
2018-05-09,"77",0,0,0,0,0,0,0,0,0,0,0
2018-05-10,"01",0,0,0,0,0,0,0,0,0,0,0
2018-05-10,"02",0,0,0,0,0,0,0,0,0,0,0
2018-05-10,"03",0,0,0,0,0,0,0,0,0,0,0
2018-05-10,"04",0,0,0,0,0,0,0,0,0,0,0
2018-05-10,"05",0,0,0,0,0,0,0,0,0,0,0
2018-05-10,"06",0,0,0,0,0,0,0,0,0,0,0
2018-05-10,"07",0,0,0,0,0,0,0,0,0,0,0
2018-05-10,"08",2066,0,0,0,0,0,0,0,0,0,0
2018-05-10,"09",0,0,0,0,0,0,0,0,0,0,0
2018-05-10,"12",0,0,0,0,0,0,0,0,0,0,0
2018-05-10,"14",0,0,0,0,0,0,0,0,0,0,0
2018-05-10,"15",0,0,0,0,0,0,0,0,0,0,0
2018-05-10,"16",0,0,0,0,0,0,0,0,0,0,0
2018-05-10,"17",0,0,0,0,0,0,0,0,0,0,0
2018-05-10,"18",0,0,0,0,0,0,0,0,0,0,0
2018-05-10,"19",0,0,0,0,0,0,0,0,0,0,0
2018-05-10,"22",0,0,0,0,0,0,0,0,0,0,0
2018-05-10,"23",0,0,0,0,0,0,0,0,0,0,0
2018-05-10,"24",2334,0,0,0,0,0,0,0,0,0,0
2018-05-10,"25",0,0,0,0,0,0,0,0,0,0,0
2018-05-10,"26",0,0,0,0,0,0,0,0,0,0,0
2018-05-10,"35",0,0,0,0,0,0,0,0,0,0,0
2018-05-10,"39",0,0,0,0,0,0,0,0,0,0,0
2018-05-10,"45",0,0,0,0,0,0,0,0,0,0,0
2018-05-10,"49",0,0,0,0,0,0,0,0,0,0,0
2018-05-10,"71",0,0,0,0,0,0,0,0,0,0,0
2018-05-10,"77",0,0,0,0,0,0,0,0,0,0,0
2018-05-14,"01",0,0,0,0,0,0,0,0,0,0,0
2018-05-14,"02",15,0,0,0,0,0,0,0,0,0,0
2018-05-14,"03",0,0,0,0,0,0,0,0,0,0,0
2018-05-14,"04",0,0,0,0,0,0,0,0,0,0,0
2018-05-14,"05",0,0,0,0,0,0,0,0,0,0,0
2018-05-14,"06",14,0,0,0,0,0,0,0,0,0,0
2018-05-14,"07",0,0,0,0,0,0,0,0,0,0,0
2018-05-14,"08",0,0,0,0,0,0,0,0,0,0,0
2018-05-14,"09",0,0,0,0,0,0,0,0,0,0,0
2018-05-14,"12",0,0,0,0,0,0,0,0,0,0,0
2018-05-14,"14",0,0,0,0,0,0,0,0,0,0,0
2018-05-14,"15",0,0,0,0,0,0,0,0,0,0,0
2018-05-14,"16",0,0,0,0,0,0,0,0,0,0,0
2018-05-14,"17",0,0,0,0,0,0,0,0,0,0,0
2018-05-14,"18",0,0,0,0,0,0,0,0,0,0,0
2018-05-14,"19",0,0,0,0,0,0,0,0,0,0,0
2018-05-14,"22",0,0,76,0,0,0,0,0,0,0,0
2018-05-14,"23",0,0,0,0,0,0,0,0,0,0,0
2018-05-14,"24",0,0,0,0,0,0,0,0,0,0,0
2018-05-14,"25",0,0,0,0,0,0,0,0,0,0,0
2018-05-14,"26",0,0,0,0,0,0,0,0,0,0,0
2018-05-14,"35",0,0,0,0,0,0,0,0,0,748,0
2018-05-14,"39",0,0,0,0,0,0,0,0,0,0,0
2018-05-14,"45",0,0,0,0,0,0,0,0,0,0,0
2018-05-14,"49",0,0,0,0,0,0,0,0,1530,0,0
2018-05-14,"71",0,0,0,0,0,0,0,0,0,0,0
2018-05-14,"77",0,0,0,0,0,0,0,0,0,0,0
2018-05-15,"01",0,0,0,0,0,0,0,0,0,0,0
2018-05-15,"02",664,0,0,0,0,0,0,0,0,0,0
2018-05-15,"03",39,0,184,0,0,0,0,0,0,0,0
2018-05-15,"04",0,0,0,0,0,0,0,0,0,0,0
2018-05-15,"05",204,0,0,0,0,0,0,0,0,50,0
2018-05-15,"06",52,0,0,0,0,0,0,0,0,1591,0
2018-05-15,"07",0,0,0,0,0,0,0,0,0,0,0
2018-05-15,"08",164,0,0,0,0,0,0,0,0,0,0
2018-05-15,"09",65,0,90,59,0,0,149,694,955,184,0
2018-05-15,"12",40,0,0,0,0,0,0,0,0,0,0
2018-05-15,"14",120,0,0,0,0,0,0,0,0,0,0
2018-05-15,"15",49,0,90,0,0,0,119,90,0,148,0
2018-05-15,"16",15,0,0,0,0,0,0,0,0,0,0
2018-05-15,"17",89,0,0,0,0,0,0,0,35,35,0
2018-05-15,"18",1736,0,149,0,0,0,0,0,0,36,0
2018-05-15,"19",90,0,0,0,0,0,0,0,0,0,0
2018-05-15,"22",0,0,123,0,0,0,0,0,0,183,0
2018-05-15,"23",0,0,0,0,0,0,0,0,0,0,0
2018-05-15,"24",42,0,90,0,0,0,0,0,0,0,0
2018-05-15,"25",40,0,0,0,0,0,0,0,0,0,0
2018-05-15,"26",0,0,186,0,0,1485,0,87,1110,78,0
2018-05-15,"35",91,0,149,0,0,0,0,0,0,89,0
2018-05-15,"39",41,0,0,0,0,0,0,0,0,0,0
2018-05-15,"45",0,0,0,0,0,0,0,0,0,0,0
2018-05-15,"49",0,0,0,0,0,0,1446,0,0,0,0
2018-05-15,"71",0,0,0,0,0,0,0,0,0,0,0
2018-05-15,"77",0,0,0,0,0,0,0,0,0,0,0
2018-05-16,"01",0,0,0,0,0,0,0,0,0,0,0
2018-05-16,"02",0,0,0,0,0,0,0,0,0,0,0
2018-05-16,"03",0,0,0,0,0,0,0,0,0,0,0
2018-05-16,"04",0,0,0,0,0,0,0,0,0,0,0
2018-05-16,"05",0,0,0,0,0,0,0,0,0,0,0
2018-05-16,"06",4,0,0,0,0,0,0,0,0,0,0
2018-05-16,"07",0,0,0,0,0,0,0,0,0,0,0
2018-05-16,"08",0,0,0,0,0,0,0,0,0,0,0
2018-05-16,"09",0,0,0,0,0,0,0,0,0,0,0
2018-05-16,"12",0,0,0,0,0,0,0,0,0,0,0
2018-05-16,"14",0,0,0,0,0,0,0,0,0,0,0
2018-05-16,"15",0,0,0,0,0,0,0,0,0,0,0
2018-05-16,"16",0,0,0,0,0,0,0,0,0,0,0
2018-05-16,"17",0,0,0,0,0,0,0,0,0,0,0
2018-05-16,"18",0,0,0,0,0,0,0,0,0,0,0
2018-05-16,"19",0,0,0,0,0,0,0,0,0,0,0
2018-05-16,"22",0,0,0,0,0,0,0,0,0,0,0
2018-05-16,"23",0,0,0,0,0,0,0,0,0,0,0
2018-05-16,"24",0,0,0,0,0,0,0,0,0,0,0
2018-05-16,"25",0,0,0,0,0,0,0,0,0,0,0
2018-05-16,"26",0,0,0,0,0,0,0,0,0,0,0
2018-05-16,"35",0,0,0,0,0,0,0,0,0,0,0
2018-05-16,"39",0,0,0,0,0,0,0,0,0,0,0
2018-05-16,"45",0,0,0,0,0,0,0,0,0,0,0
2018-05-16,"49",0,0,0,0,0,0,0,0,0,0,0
2018-05-16,"71",0,0,268,0,0,0,0,0,0,0,0
2018-05-16,"77",0,0,0,0,0,0,0,0,0,0,0
2018-05-17,"01",38,0,0,0,0,0,0,48,0,0,0
2018-05-17,"02",38,0,0,0,0,0,0,0,0,0,0
2018-05-17,"03",53,0,0,0,0,0,0,0,0,0,0
2018-05-17,"04",0,0,0,0,0,0,0,0,0,0,0
2018-05-17,"05",0,0,0,0,0,0,0,0,0,0,0
2018-05-17,"06",46,0,0,0,0,0,0,0,97,76,0
2018-05-17,"07",0,0,0,0,0,0,0,0,0,0,0
2018-05-17,"08",0,0,0,0,0,0,0,0,0,0,0
2018-05-17,"09",54,0,0,0,0,0,0,0,0,0,477
2018-05-17,"12",52,0,0,0,0,0,0,0,0,0,0
2018-05-17,"14",39,0,0,0,0,0,0,0,0,0,0
2018-05-17,"15",41,0,97,0,0,0,156,0,0,126,44
2018-05-17,"16",0,0,0,0,0,0,0,0,0,0,0
2018-05-17,"17",0,0,0,0,0,0,0,0,42,42,0
2018-05-17,"18",66,0,155,0,0,0,0,0,0,0,0
2018-05-17,"19",0,0,0,0,0,0,0,0,0,0,0
2018-05-17,"22",39,0,97,0,0,0,0,0,0,0,0
2018-05-17,"23",0,0,0,0,0,0,0,0,0,0,0
2018-05-17,"24",0,0,97,0,0,0,0,0,0,97,0
2018-05-17,"25",38,0,0,0,0,0,0,0,0,97,156
2018-05-17,"26",0,0,0,0,0,97,0,0,0,0,0
2018-05-17,"35",90,0,87,0,0,0,0,0,0,0,0
2018-05-17,"39",40,0,0,0,0,0,0,0,0,0,0
2018-05-17,"45",0,0,0,0,0,0,0,0,0,0,0
2018-05-17,"49",0,0,0,0,0,0,0,0,0,0,0
2018-05-17,"71",0,0,0,0,0,0,0,0,0,0,0
2018-05-17,"77",0,0,0,0,0,0,0,0,0,0,0
2018-05-18,"01",38,0,0,0,0,0,0,0,0,0,0
2018-05-18,"02",36,0,0,0,0,0,0,0,0,0,0
2018-05-18,"03",113,0,0,0,0,0,0,0,0,0,0
2018-05-18,"04",0,0,0,0,0,0,0,0,0,0,0
2018-05-18,"05",0,0,0,0,0,0,0,0,0,0,0
2018-05-18,"06",38,0,157,0,0,168,0,0,0,120,0
2018-05-18,"07",0,0,0,0,0,0,0,0,0,0,0
2018-05-18,"08",38,0,0,0,0,0,0,0,0,0,0
2018-05-18,"09",390,0,0,0,0,0,168,61,0,0,102
2018-05-18,"12",39,0,0,0,0,0,0,0,0,0,0
2018-05-18,"14",38,0,0,0,0,0,0,0,0,161,0
2018-05-18,"15",1570,0,168,0,0,0,0,0,0,116,0
2018-05-18,"16",31,0,0,0,0,0,0,0,0,18,0
2018-05-18,"17",0,0,0,0,0,0,0,0,0,3313,0
2018-05-18,"18",41,0,0,0,0,106,0,55,0,85,0
2018-05-18,"19",0,0,0,0,0,0,0,0,0,88,0
2018-05-18,"22",0,0,0,0,0,0,0,0,0,0,0
2018-05-18,"23",0,0,0,0,0,0,0,0,0,0,0
2018-05-18,"24",82,0,0,0,0,0,0,0,0,166,0
2018-05-18,"25",0,0,0,0,0,0,0,0,0,0,0
2018-05-18,"26",39,0,0,0,0,0,0,0,0,0,0
2018-05-18,"35",34,0,0,0,0,0,0,0,0,0,170
2018-05-18,"39",34,0,0,0,0,0,0,0,0,0,0
2018-05-18,"45",0,0,0,0,0,0,0,0,0,0,0
2018-05-18,"49",0,0,0,0,0,0,0,0,0,0,0
2018-05-18,"71",0,0,0,0,0,0,0,0,0,0,0
2018-05-18,"77",0,0,0,0,0,0,0,0,0,0,0
2018-05-19,"01",0,0,0,0,0,0,0,0,0,0,0
2018-05-19,"02",61,0,0,0,0,0,0,0,69,0,0
2018-05-19,"03",83,0,0,0,155,0,118,0,0,85,0
2018-05-19,"04",0,0,0,0,0,0,0,0,0,4978,0
2018-05-19,"05",108,0,0,0,0,76,0,0,0,0,0
2018-05-19,"06",114,0,174,0,0,0,0,0,83,172,0
2018-05-19,"07",82,0,0,0,0,0,0,0,0,0,0
2018-05-19,"08",76,0,0,0,0,0,0,0,0,0,0
2018-05-19,"09",108,0,166,0,0,174,0,138,0,82,0
2018-05-19,"12",0,0,0,0,0,0,0,0,0,0,0
2018-05-19,"14",74,0,0,0,0,0,68,0,0,0,0
2018-05-19,"15",83,0,180,0,0,0,0,84,0,217,0
2018-05-19,"16",0,0,0,0,0,0,0,0,0,0,0
2018-05-19,"17",0,0,0,0,0,0,0,0,0,0,0
2018-05-19,"18",87,0,0,0,0,63,0,53,0,0,0
2018-05-19,"19",74,0,124,0,0,0,0,0,0,0,0
2018-05-19,"22",178,0,60,0,0,0,0,0,0,0,0
2018-05-19,"23",0,0,0,0,0,0,0,0,0,0,0
2018-05-19,"24",78,0,0,0,0,0,0,0,0,88,0
2018-05-19,"25",0,0,0,0,0,0,0,0,0,0,0
2018-05-19,"26",0,0,114,0,76,0,0,0,0,84,0
2018-05-19,"35",54,0,62,0,0,0,80,90,0,223,0
2018-05-19,"39",150,0,0,0,0,0,0,0,0,0,0
2018-05-19,"45",0,0,0,0,0,0,0,0,0,0,0
2018-05-19,"49",0,0,0,0,0,0,0,0,0,0,0
2018-05-19,"71",0,0,0,0,0,0,0,0,0,0,0
2018-05-19,"77",0,0,63,0,0,0,48,0,0,0,0
2018-05-21,"01",0,0,0,0,0,0,0,0,0,0,0
2018-05-21,"02",0,0,0,0,0,0,0,0,0,0,0
