"date_value","dispoType","Homicide","Rape","Robbery/Gun","Robbery/Other","Aggravated Assault/Gun","Aggravated Assault/Other","Other Assaults","Sexual Assault and Other Sex Offenses","Burglary/Residential","Burglary/Commercial","Theft of Motor Vehicle Tag","Theft from Person","Theft from Auto","Retail Theft","Theft","Auto Theft","Fraud/Theft of Services","Embezzlement","Drug Possession","Drug Sales","DUI","Possession of Firearms","Prostitution/Sex Work","Patronizing Prostitutes","Threats of Violence","Uncategorized Offenses"
2015-01-13,"Total",2,2,4,5,2,17,12,0,4,1,0,1,2,6,2,4,3,1,25,37,7,0,7,0,2,17
2015-01-14,"Dismissed/Withdrawn/Etc",0,1,0,2,0,4,9,2,2,0,0,0,1,3,2,1,0,0,8,7,5,1,0,0,0,6
2015-01-14,"Diversion",0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,12,4,0,0,3,2,0,2
2015-01-14,"Guilty",0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,7,3,6,0,0,0,0,5
2015-01-14,"Guilty Plea/Nolo",1,0,3,1,2,0,0,0,0,0,0,0,0,9,0,0,1,0,2,3,5,2,0,0,1,8
2015-01-14,"Not Guilty/Acquittal",0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2015-01-14,"Total",1,1,5,4,2,5,11,2,2,0,0,0,2,14,3,2,1,0,30,17,16,3,3,2,1,21
2015-01-15,"Dismissed/Withdrawn/Etc",1,1,7,4,0,15,12,1,1,0,0,0,0,7,1,0,2,0,8,5,4,0,0,0,3,13
2015-01-15,"Diversion",0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,13,8,3,0,1,0,0,2
2015-01-15,"Guilty",0,4,0,0,2,4,3,2,1,0,0,0,0,1,0,0,0,0,3,1,1,0,0,0,0,3
2015-01-15,"Guilty Plea/Nolo",2,1,4,3,1,0,3,0,0,0,0,0,0,1,1,0,6,0,0,10,3,4,1,0,1,4
2015-01-15,"Not Guilty/Acquittal",0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
2015-01-15,"Total",3,6,12,7,3,19,19,3,4,0,0,0,0,10,2,0,8,0,24,24,13,4,2,0,4,22
2015-01-16,"Dismissed/Withdrawn/Etc",0,0,1,4,8,0,4,0,1,0,0,0,4,3,1,0,2,0,8,8,8,0,0,0,0,8
2015-01-16,"Diversion",0,0,0,0,0,3,0,0,0,0,0,0,0,2,0,0,2,0,5,0,9,0,0,0,0,5
2015-01-16,"Guilty",4,1,0,0,1,0,0,0,2,0,0,0,1,1,1,0,0,0,14,6,2,1,9,0,0,7
2015-01-16,"Guilty Plea/Nolo",1,0,0,0,1,1,1,0,1,0,0,0,1,1,4,0,0,0,3,11,1,2,0,0,0,2
2015-01-16,"Not Guilty/Acquittal",0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0
2015-01-16,"Total",5,1,1,4,10,6,6,0,4,0,0,0,6,7,6,0,4,0,31,26,22,3,9,0,0,22
2015-01-17,"Dismissed/Withdrawn/Etc",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-01-17,"Diversion",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
2015-01-17,"Guilty",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-01-17,"Guilty Plea/Nolo",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-01-17,"Not Guilty/Acquittal",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-01-17,"Total",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
2015-01-18,"Dismissed/Withdrawn/Etc",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-01-18,"Diversion",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,2
2015-01-18,"Guilty",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-01-18,"Guilty Plea/Nolo",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-01-18,"Not Guilty/Acquittal",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-01-18,"Total",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,2
2015-01-20,"Dismissed/Withdrawn/Etc",0,1,2,2,0,9,5,0,4,1,0,0,0,1,0,0,4,0,7,8,4,2,0,0,1,19
2015-01-20,"Diversion",0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,10,6,0,0,1,1,0,6
2015-01-20,"Guilty",0,0,0,0,0,2,1,0,0,0,0,0,0,2,0,0,0,1,14,8,1,1,5,1,0,3
2015-01-20,"Guilty Plea/Nolo",1,1,2,1,4,1,3,1,2,0,0,0,0,7,1,1,2,0,9,15,2,1,4,0,0,6
2015-01-20,"Not Guilty/Acquittal",1,0,0,2,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2
2015-01-20,"Total",2,2,4,5,5,14,11,1,6,1,0,0,0,10,2,1,6,1,40,37,8,4,10,2,2,36
2015-01-21,"Dismissed/Withdrawn/Etc",0,1,2,0,0,2,5,0,3,1,0,0,1,2,1,1,0,0,6,7,6,0,0,0,2,3
2015-01-21,"Diversion",0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,2,0,1,14,5,9,0,1,3,0,2
2015-01-21,"Guilty",1,0,0,1,1,0,2,0,0,0,0,0,0,0,1,0,0,0,10,4,3,1,4,1,2,3
2015-01-21,"Guilty Plea/Nolo",0,2,1,1,2,1,1,0,0,1,0,0,2,3,1,3,0,0,4,10,9,9,0,0,3,7
2015-01-21,"Not Guilty/Acquittal",0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2,1
2015-01-21,"Total",1,3,4,3,5,4,9,0,4,2,0,0,3,6,3,6,0,1,35,27,27,10,5,4,9,16
2015-01-22,"Dismissed/Withdrawn/Etc",0,0,3,2,3,6,15,0,2,0,0,0,0,3,1,0,0,0,3,3,4,3,0,0,0,14
2015-01-22,"Diversion",0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,16,1,0,0,1,0,0,2
2015-01-22,"Guilty",0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,9,0,1,0,0,0,0,2
2015-01-22,"Guilty Plea/Nolo",0,0,2,1,3,2,3,1,12,0,0,1,0,7,0,3,2,0,3,9,4,3,0,0,0,6
2015-01-22,"Not Guilty/Acquittal",0,0,0,0,1,3,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
2015-01-22,"Total",0,0,5,4,7,11,21,1,14,0,0,1,0,20,1,3,3,0,32,13,9,6,1,0,0,25
2015-01-23,"Dismissed/Withdrawn/Etc",0,0,1,3,0,8,10,0,4,1,0,0,0,8,3,0,0,0,7,1,5,1,0,0,0,3
2015-01-23,"Diversion",0,0,0,0,0,0,1,0,1,0,0,0,1,1,1,0,2,1,15,1,8,0,0,1,0,4
2015-01-23,"Guilty",0,1,0,2,0,2,0,1,0,0,0,0,2,5,1,0,1,0,14,5,4,2,4,0,0,3
2015-01-23,"Guilty Plea/Nolo",0,0,0,2,4,2,4,1,1,0,0,0,1,0,0,0,0,0,4,8,12,1,0,0,0,5
2015-01-23,"Not Guilty/Acquittal",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,2,0,0,0,0,0
2015-01-23,"Total",0,1,1,7,4,12,16,2,6,1,0,0,4,14,5,1,3,1,41,16,31,4,4,1,0,15
2015-01-24,"Dismissed/Withdrawn/Etc",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-01-24,"Diversion",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,14,9,0,0,0,0,1
2015-01-24,"Guilty",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-01-24,"Guilty Plea/Nolo",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-01-24,"Not Guilty/Acquittal",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-01-24,"Total",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,14,9,0,0,0,0,1
2015-01-25,"Dismissed/Withdrawn/Etc",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-01-25,"Diversion",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1
2015-01-25,"Guilty",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-01-25,"Guilty Plea/Nolo",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-01-25,"Not Guilty/Acquittal",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-01-25,"Total",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1
2015-01-26,"Dismissed/Withdrawn/Etc",0,0,0,2,0,12,11,0,1,0,0,0,0,8,2,2,0,0,6,5,3,1,0,0,0,13
2015-01-26,"Diversion",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,7,1,0,0,0,4,0,0
2015-01-26,"Guilty",0,0,0,0,0,2,0,0,0,0,0,0,1,0,3,4,1,0,10,6,1,2,7,1,0,4
2015-01-26,"Guilty Plea/Nolo",0,1,0,1,3,3,7,0,1,0,0,0,0,3,0,2,0,0,5,24,7,3,1,0,2,0
2015-01-26,"Not Guilty/Acquittal",0,0,0,0,2,2,1,0,0,0,0,0,0,0,1,0,0,0,0,2,2,1,0,0,0,2
2015-01-26,"Total",0,1,0,3,5,19,20,0,2,0,0,0,1,11,6,8,1,0,28,38,13,7,8,5,2,19
2015-01-28,"Dismissed/Withdrawn/Etc",0,1,4,3,2,7,8,0,1,0,0,0,0,3,2,0,2,0,7,32,4,0,0,0,0,11
2015-01-28,"Diversion",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,14,4,1,0,0,0,0,5
2015-01-28,"Guilty",0,0,0,0,6,1,1,0,0,0,0,0,5,5,1,0,0,0,9,2,2,0,5,1,1,1
2015-01-28,"Guilty Plea/Nolo",0,0,1,0,0,4,3,0,2,4,0,0,0,3,3,1,1,0,2,18,6,3,0,1,0,13
2015-01-28,"Not Guilty/Acquittal",0,1,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,1,0,0
2015-01-28,"Total",0,2,5,3,8,13,15,0,3,4,0,0,5,11,7,1,4,0,32,58,14,4,5,3,1,30
2015-01-29,"Dismissed/Withdrawn/Etc",0,1,4,2,0,7,10,0,7,0,0,0,0,4,0,1,0,0,2,4,6,0,0,0,2,10
2015-01-29,"Diversion",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,5,0,1,0,0,2
2015-01-29,"Guilty",1,0,0,1,1,1,1,3,0,0,0,0,0,0,0,0,0,0,5,3,0,2,0,0,0,0
2015-01-29,"Guilty Plea/Nolo",1,0,1,0,0,0,3,5,16,3,0,0,0,2,2,3,0,0,2,13,2,4,0,0,0,8
2015-01-29,"Not Guilty/Acquittal",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,1,0,0,0
2015-01-29,"Total",2,1,5,4,1,8,14,8,23,3,0,0,0,6,2,5,0,0,16,21,13,7,2,0,2,20
2015-01-30,"Dismissed/Withdrawn/Etc",0,0,1,2,1,4,3,0,0,0,0,0,1,6,0,0,3,0,6,2,5,2,1,0,0,8
2015-01-30,"Diversion",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,6,0,0,0,0,2
2015-01-30,"Guilty",1,0,0,0,0,1,2,0,0,0,0,0,3,7,1,0,0,0,14,5,4,1,3,0,0,2
2015-01-30,"Guilty Plea/Nolo",0,1,0,0,5,2,2,0,3,0,0,0,2,1,9,0,0,0,7,8,3,4,0,0,1,2
2015-01-30,"Not Guilty/Acquittal",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,1
2015-01-30,"Total",1,1,1,2,6,8,7,0,3,0,0,0,6,14,10,0,3,0,36,17,18,7,4,0,1,15
2015-01-31,"Dismissed/Withdrawn/Etc",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-01-31,"Diversion",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2015-01-31,"Guilty",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-01-31,"Guilty Plea/Nolo",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-01-31,"Not Guilty/Acquittal",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-01-31,"Total",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2015-02-01,"Dismissed/Withdrawn/Etc",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-02-01,"Diversion",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1
2015-02-01,"Guilty",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-02-01,"Guilty Plea/Nolo",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2015-02-01,"Not Guilty/Acquittal",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-02-01,"Total",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,1
2015-02-02,"Dismissed/Withdrawn/Etc",0,0,1,1,2,6,7,0,0,0,0,0,0,5,3,0,1,0,10,2,4,1,0,0,2,5
2015-02-02,"Diversion",0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,8,0,0,0,1,3,0,2
2015-02-02,"Guilty",0,0,0,0,3,1,3,0,0,0,0,0,0,14,0,0,0,0,6,3,3,1,3,0,0,7
2015-02-02,"Guilty Plea/Nolo",0,1,4,1,3,0,6,0,4,0,0,0,0,8,1,1,1,0,4,21,8,5,3,1,0,4
2015-02-02,"Not Guilty/Acquittal",0,0,1,0,2,0,2,0,2,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0
2015-02-02,"Total",0,1,6,2,10,7,18,0,6,0,0,0,0,29,6,1,2,0,28,27,16,7,7,4,2,18
2015-02-03,"Dismissed/Withdrawn/Etc",0,0,0,6,0,8,9,1,1,1,0,0,0,6,0,0,1,0,3,3,3,1,0,0,0,5
2015-02-03,"Diversion",0,0,0,0,0,0,0,0,0,0,0,0,1,3,2,0,0,0,11,0,0,0,2,1,0,0
2015-02-03,"Guilty",0,0,0,1,2,1,1,0,2,0,0,0,0,1,0,0,0,0,12,2,0,0,0,0,0,4
2015-02-03,"Guilty Plea/Nolo",0,0,3,2,3,5,5,1,1,0,0,0,0,0,2,3,1,0,4,13,6,1,0,0,0,9
2015-02-03,"Not Guilty/Acquittal",0,0,0,0,0,2,3,0,0,1,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,1
2015-02-03,"Total",0,0,3,9,5,16,18,2,4,2,0,0,1,10,4,4,2,0,30,20,9,2,2,1,0,19
2015-02-04,"Dismissed/Withdrawn/Etc",0,0,0,2,0,15,9,0,2,0,0,0,0,3,0,1,0,0,4,7,2,0,1,0,1,6
2015-02-04,"Diversion",0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,8,2,7,0,2,0,0,5
2015-02-04,"Guilty",0,3,10,0,4,1,0,0,0,0,0,0,1,2,1,0,0,0,5,4,1,0,3,0,0,2
2015-02-04,"Guilty Plea/Nolo",0,0,6,7,1,3,2,0,2,2,0,0,0,10,2,2,3,0,7,27,4,3,0,0,0,3
2015-02-04,"Not Guilty/Acquittal",0,0,0,0,3,1,2,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1
2015-02-04,"Total",0,3,16,10,8,20,14,0,6,2,0,0,1,16,4,3,3,0,24,41,15,3,6,0,1,17
2015-02-05,"Dismissed/Withdrawn/Etc",0,1,4,7,2,14,15,1,4,0,0,0,1,4,1,2,0,0,3,7,4,1,0,0,1,14
2015-02-05,"Diversion",0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,1,0,0,4,0,4,0,0,0,0,4
2015-02-05,"Guilty",0,0,0,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,4,7,2,1,5,0,0,2
2015-02-05,"Guilty Plea/Nolo",0,0,4,1,1,1,3,0,9,2,0,0,0,3,2,1,1,0,5,22,3,0,3,0,2,5
2015-02-05,"Not Guilty/Acquittal",0,0,1,0,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2015-02-05,"Total",0,1,9,8,6,17,22,2,13,2,0,0,1,15,3,4,1,0,16,37,13,2,8,0,3,25
2015-02-06,"Dismissed/Withdrawn/Etc",0,0,3,1,1,3,1,0,2,1,0,0,1,5,1,0,1,0,7,3,6,0,0,0,0,19
2015-02-06,"Diversion",0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,8,0,0,0,0,2
2015-02-06,"Guilty",0,1,1,0,0,2,1,0,0,0,0,0,2,3,0,0,0,0,12,7,7,1,11,0,1,3
2015-02-06,"Guilty Plea/Nolo",1,0,1,1,3,4,2,0,3,0,0,0,0,1,1,0,1,0,6,12,6,4,0,0,1,2
2015-02-06,"Not Guilty/Acquittal",0,0,0,0,0,1,3,0,2,0,0,0,0,0,1,0,1,0,0,1,2,3,0,0,0,0
2015-02-06,"Total",1,1,5,2,4,11,7,0,7,1,0,0,4,9,3,0,4,0,26,23,29,8,11,0,2,26
2015-02-07,"Dismissed/Withdrawn/Etc",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-02-07,"Diversion",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,6,0,0,0,0,1
2015-02-07,"Guilty",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-02-07,"Guilty Plea/Nolo",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-02-07,"Not Guilty/Acquittal",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-02-07,"Total",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,6,0,0,0,0,1
2015-02-08,"Dismissed/Withdrawn/Etc",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-02-08,"Diversion",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
2015-02-08,"Guilty",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-02-08,"Guilty Plea/Nolo",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-02-08,"Not Guilty/Acquittal",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-02-08,"Total",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
2015-02-09,"Dismissed/Withdrawn/Etc",0,1,2,4,2,8,3,0,0,0,0,0,0,4,2,2,1,0,2,7,11,0,0,0,0,10
2015-02-09,"Diversion",0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,10,3,0,0,2,1,1,3
2015-02-09,"Guilty",0,0,0,0,2,2,0,0,0,0,0,0,2,1,1,0,0,0,11,5,1,2,3,0,0,4
2015-02-09,"Guilty Plea/Nolo",1,0,2,3,2,1,5,0,0,1,0,0,1,3,2,0,0,0,0,13,9,2,0,0,0,1
2015-02-09,"Not Guilty/Acquittal",0,0,0,0,2,1,2,0,2,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,2
2015-02-09,"Total",1,1,4,7,8,12,10,0,2,1,0,0,3,11,5,2,1,0,24,28,22,5,5,1,1,20
2015-02-10,"Dismissed/Withdrawn/Etc",0,0,0,4,7,7,10,0,4,2,0,0,0,5,1,3,0,1,5,5,1,1,1,0,0,9
2015-02-10,"Diversion",0,0,1,0,0,0,0,0,0,0,0,0,1,5,0,1,0,0,5,2,0,0,0,1,0,1
2015-02-10,"Guilty",1,0,1,0,0,1,2,0,1,0,0,0,1,6,1,0,0,0,7,5,2,1,6,0,0,1
2015-02-10,"Guilty Plea/Nolo",0,2,1,0,3,4,0,1,2,1,0,0,0,2,0,0,1,0,3,24,3,1,0,0,1,11
2015-02-10,"Not Guilty/Acquittal",0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,1,1,1,0,0,0,0
2015-02-10,"Total",1,2,3,4,10,12,13,1,7,3,0,0,2,18,4,4,1,1,20,37,7,4,7,1,1,22
2015-02-11,"Dismissed/Withdrawn/Etc",0,0,0,4,2,7,8,0,1,0,0,0,1,1,0,1,1,0,13,5,0,1,0,0,1,6
2015-02-11,"Diversion",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,17,0,0,0,0,1,0,3
2015-02-11,"Guilty",0,0,0,1,0,4,0,0,1,0,0,0,1,0,4,0,0,0,10,9,2,1,1,0,0,4
2015-02-11,"Guilty Plea/Nolo",0,1,6,4,0,1,3,0,2,1,0,0,0,4,0,1,2,0,5,21,2,3,0,0,2,3
2015-02-11,"Not Guilty/Acquittal",0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,2
2015-02-11,"Total",0,1,6,9,2,13,13,0,4,1,0,0,2,5,4,2,4,3,45,36,4,5,1,1,3,18
2015-02-12,"Dismissed/Withdrawn/Etc",0,2,3,4,0,12,17,0,3,1,0,0,2,6,0,2,0,0,1,4,2,1,0,0,3,13
2015-02-12,"Diversion",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,3
2015-02-12,"Guilty",0,0,1,0,0,1,1,0,0,0,0,1,0,2,0,0,0,0,4,5,1,0,3,0,2,4
2015-02-12,"Guilty Plea/Nolo",0,0,0,1,2,0,3,2,3,1,0,0,1,3,0,6,1,0,2,16,1,2,0,0,0,3
2015-02-12,"Not Guilty/Acquittal",0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0
2015-02-12,"Total",0,2,5,5,2,13,21,2,6,2,0,1,4,11,0,8,1,0,17,28,4,3,3,0,5,23
2015-02-13,"Dismissed/Withdrawn/Etc",0,0,1,1,0,2,3,0,3,0,0,2,4,8,2,0,1,0,6,2,4,1,0,0,2,7
2015-02-13,"Diversion",0,0,0,0,0,0,1,0,0,1,0,0,0,2,0,0,2,2,9,1,13,1,2,1,0,2
2015-02-13,"Guilty",2,2,0,2,0,1,5,0,0,0,0,0,1,1,0,0,0,0,15,5,1,2,6,0,0,4
2015-02-13,"Guilty Plea/Nolo",0,2,1,1,1,0,1,1,1,1,0,1,0,0,0,0,0,0,1,5,6,1,0,0,0,8
2015-02-13,"Not Guilty/Acquittal",0,0,0,0,2,7,2,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,2
2015-02-13,"Total",2,4,2,4,3,10,12,1,4,2,0,3,5,11,3,0,3,2,31,14,24,5,8,1,3,23
2015-02-15,"Dismissed/Withdrawn/Etc",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-02-15,"Diversion",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,11,0,0,0,0,1
2015-02-15,"Guilty",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-02-15,"Guilty Plea/Nolo",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-02-15,"Not Guilty/Acquittal",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-02-15,"Total",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,11,0,0,0,0,1
2015-02-17,"Dismissed/Withdrawn/Etc",0,0,1,1,0,11,5,0,0,1,0,1,0,4,1,1,0,0,3,7,6,2,0,0,0,15
2015-02-17,"Diversion",0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,0,0,0,7,1,0,0,1,2,0,3
2015-02-17,"Guilty",2,1,0,0,0,3,0,0,0,0,0,0,1,4,1,0,0,0,9,6,1,1,3,0,0,6
2015-02-17,"Guilty Plea/Nolo",0,0,0,3,0,4,3,0,0,0,0,0,1,1,2,0,0,0,2,14,2,2,0,0,0,1
2015-02-17,"Not Guilty/Acquittal",0,0,0,0,2,1,2,0,0,0,0,0,0,0,0,0,0,0,3,1,1,0,0,0,0,0
2015-02-17,"Total",2,1,1,4,2,19,10,0,0,1,0,1,2,15,8,1,0,0,24,29,10,5,4,2,0,25
2015-02-18,"Dismissed/Withdrawn/Etc",0,0,2,2,0,5,6,0,2,1,0,0,0,2,2,0,0,0,6,4,3,1,0,0,0,9
2015-02-18,"Diversion",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1,0,0,2,0,0,0
2015-02-18,"Guilty",0,1,0,1,0,3,3,0,1,0,0,0,1,1,1,1,1,0,8,5,3,1,2,0,0,5
2015-02-18,"Guilty Plea/Nolo",1,0,0,2,0,4,2,0,3,0,0,0,0,7,1,1,0,1,3,28,9,3,0,0,0,8
2015-02-18,"Not Guilty/Acquittal",0,0,0,0,0,3,0,1,1,0,0,0,0,0,0,2,1,0,0,1,2,1,0,0,1,1
2015-02-18,"Total",1,1,2,6,0,15,11,1,7,1,0,0,1,10,4,4,2,1,27,39,17,6,4,0,1,23
2015-02-19,"Dismissed/Withdrawn/Etc",0,0,1,3,2,8,8,0,2,0,0,0,0,2,0,1,0,0,1,3,3,1,0,0,1,10
2015-02-19,"Diversion",0,0,0,1,0,1,0,0,0,0,0,0,0,5,1,0,1,1,2,1,3,0,0,0,0,1
2015-02-19,"Guilty",0,4,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,2,1,0,4,3,0,0
2015-02-19,"Guilty Plea/Nolo",2,1,2,2,5,4,3,2,2,0,0,0,0,5,2,0,2,0,2,18,7,4,0,1,1,6
2015-02-19,"Not Guilty/Acquittal",0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
