"date_value","dispoType","Retail Theft","Theft","Fraud/Theft of Services","Vandalism","Alcohol Possession by Minor","Public Drunkenness","Trespass","Disorderly Conduct","Minor Violations (Open Container, Public Urination, Smoking Violation)","Uncategorized Offenses"
2015-03-23,"Diversion",0,0,0,0,0,0,0,0,0,0
2015-03-23,"Guilty",0,0,8,0,0,1,4,9,41,30
2015-03-23,"Guilty Plea/Nolo",0,0,0,0,0,0,0,0,1,1
2015-03-23,"Not Guilty/Acquittal",0,0,0,0,0,0,0,0,0,0
2015-03-23,"Total",1,0,8,0,0,1,4,9,45,34
2015-03-24,"Dismissed/Withdrawn/Etc",0,0,0,0,0,0,2,0,3,5
2015-03-24,"Diversion",0,0,0,0,0,0,0,0,0,0
2015-03-24,"Guilty",0,0,7,0,0,0,1,10,45,37
2015-03-24,"Guilty Plea/Nolo",1,0,0,1,1,0,0,0,1,2
2015-03-24,"Not Guilty/Acquittal",0,0,0,0,0,0,0,0,0,0
2015-03-24,"Total",1,0,7,1,1,0,3,10,49,44
2015-03-25,"Dismissed/Withdrawn/Etc",2,0,3,0,0,0,0,1,6,12
2015-03-25,"Diversion",0,0,1,0,0,0,0,0,0,0
2015-03-25,"Guilty",0,0,14,0,0,3,2,7,34,25
2015-03-25,"Guilty Plea/Nolo",0,0,0,0,0,0,0,1,3,5
2015-03-25,"Not Guilty/Acquittal",0,0,0,0,0,0,0,0,0,0
2015-03-25,"Total",2,0,18,0,0,3,2,9,43,42
2015-03-26,"Dismissed/Withdrawn/Etc",0,0,0,0,0,0,0,1,3,7
2015-03-26,"Diversion",0,0,0,0,0,0,0,0,0,0
2015-03-26,"Guilty",1,0,14,0,0,2,2,9,29,40
2015-03-26,"Guilty Plea/Nolo",0,0,1,0,0,0,0,0,1,3
2015-03-26,"Not Guilty/Acquittal",0,0,0,0,0,0,0,0,0,0
2015-03-26,"Total",1,0,15,0,0,2,2,10,33,50
2015-03-27,"Dismissed/Withdrawn/Etc",2,0,2,1,0,0,2,0,0,14
2015-03-27,"Diversion",0,0,0,0,0,0,0,0,0,0
2015-03-27,"Guilty",2,0,17,0,0,3,3,9,29,43
2015-03-27,"Guilty Plea/Nolo",0,0,0,0,0,0,0,0,6,2
2015-03-27,"Not Guilty/Acquittal",0,0,0,0,0,0,0,0,0,1
2015-03-27,"Total",4,0,19,1,0,3,5,9,35,60
2015-03-30,"Dismissed/Withdrawn/Etc",1,0,1,1,0,0,0,0,0,1
2015-03-30,"Diversion",0,0,0,0,0,0,0,0,0,0
2015-03-30,"Guilty",0,0,0,0,0,0,0,0,0,0
2015-03-30,"Guilty Plea/Nolo",1,0,0,0,0,0,1,0,1,3
2015-03-30,"Not Guilty/Acquittal",0,0,0,0,0,0,0,0,0,0
2015-03-30,"Total",2,0,1,1,0,0,1,0,1,4
2015-03-31,"Dismissed/Withdrawn/Etc",0,0,0,0,0,0,0,0,0,2
2015-03-31,"Diversion",0,0,0,0,0,0,0,0,0,0
2015-03-31,"Guilty",0,0,0,0,0,0,0,0,0,0
2015-03-31,"Guilty Plea/Nolo",1,0,0,0,0,0,0,0,5,3
2015-03-31,"Not Guilty/Acquittal",0,0,0,0,0,0,0,0,0,0
2015-03-31,"Total",1,0,0,0,0,0,0,0,5,5
2015-04-01,"Dismissed/Withdrawn/Etc",2,0,1,0,0,0,0,0,0,3
2015-04-01,"Diversion",0,0,1,0,0,0,0,0,0,0
2015-04-01,"Guilty",0,0,0,0,0,0,0,0,0,0
2015-04-01,"Guilty Plea/Nolo",0,0,1,0,0,0,0,0,2,5
2015-04-01,"Not Guilty/Acquittal",0,0,0,0,0,0,0,0,0,0
2015-04-01,"Total",2,0,3,0,0,0,0,0,2,8
2015-04-02,"Dismissed/Withdrawn/Etc",0,0,1,0,0,0,0,1,1,1
2015-04-02,"Diversion",0,0,0,0,0,0,0,0,0,0
2015-04-02,"Guilty",0,0,0,0,0,0,0,0,0,0
2015-04-02,"Guilty Plea/Nolo",1,0,0,0,0,0,0,2,1,0
2015-04-02,"Not Guilty/Acquittal",0,0,0,0,0,0,0,0,0,0
2015-04-02,"Total",1,0,1,0,0,0,0,3,2,1
2015-04-06,"Dismissed/Withdrawn/Etc",11,0,0,1,0,0,0,1,3,8
2015-04-06,"Diversion",0,0,0,0,0,0,0,0,0,0
2015-04-06,"Guilty",0,0,6,1,0,0,2,5,47,30
2015-04-06,"Guilty Plea/Nolo",0,0,0,0,0,0,0,1,0,5
2015-04-06,"Not Guilty/Acquittal",0,0,0,0,0,0,0,0,1,0
2015-04-06,"Total",11,0,6,2,0,0,2,7,51,43
2015-04-07,"Dismissed/Withdrawn/Etc",9,0,1,1,0,0,0,6,3,7
2015-04-07,"Diversion",0,0,0,0,0,0,0,0,0,0
2015-04-07,"Guilty",0,0,18,0,0,0,1,4,34,27
2015-04-07,"Guilty Plea/Nolo",1,0,1,0,0,0,0,1,4,8
2015-04-07,"Not Guilty/Acquittal",0,0,0,0,1,0,0,0,0,0
2015-04-07,"Total",10,0,20,1,1,0,1,11,41,42
2015-04-08,"Dismissed/Withdrawn/Etc",6,0,1,0,0,0,0,0,7,6
2015-04-08,"Diversion",0,0,0,0,0,0,0,0,0,1
2015-04-08,"Guilty",0,0,9,0,0,1,3,6,38,28
2015-04-08,"Guilty Plea/Nolo",1,0,1,0,0,0,0,0,5,8
2015-04-08,"Not Guilty/Acquittal",0,0,3,0,0,1,0,1,1,0
2015-04-08,"Total",7,0,14,0,0,2,3,7,51,43
2015-04-09,"Dismissed/Withdrawn/Etc",3,0,1,2,0,0,0,1,7,7
2015-04-09,"Diversion",0,0,0,0,0,0,0,0,0,0
2015-04-09,"Guilty",0,0,15,0,0,3,8,15,58,41
2015-04-09,"Guilty Plea/Nolo",1,0,0,0,0,1,0,0,2,10
2015-04-09,"Not Guilty/Acquittal",0,0,0,0,0,1,0,0,0,3
2015-04-09,"Total",4,0,16,2,0,5,8,16,67,61
2015-04-10,"Dismissed/Withdrawn/Etc",4,0,1,0,0,0,4,1,3,24
2015-04-10,"Diversion",0,0,0,0,0,0,0,0,0,0
2015-04-10,"Guilty",0,0,14,0,0,4,2,8,29,34
2015-04-10,"Guilty Plea/Nolo",0,0,2,0,0,0,2,0,5,11
2015-04-10,"Not Guilty/Acquittal",0,0,0,0,0,0,0,0,0,0
2015-04-10,"Total",4,0,17,0,0,4,8,9,37,69
2015-04-11,"Dismissed/Withdrawn/Etc",0,0,0,0,0,0,0,0,0,0
2015-04-11,"Diversion",32,0,30,3,3,3,5,23,30,37
2015-04-11,"Guilty",0,0,0,0,0,0,0,0,0,0
2015-04-11,"Guilty Plea/Nolo",0,0,0,0,0,0,0,0,0,0
2015-04-11,"Not Guilty/Acquittal",0,0,0,0,0,0,0,0,0,0
2015-04-11,"Total",32,0,30,3,3,3,5,23,30,37
2015-04-14,"Dismissed/Withdrawn/Etc",2,0,1,0,0,0,0,0,0,2
2015-04-14,"Diversion",0,0,0,0,0,0,0,0,0,0
2015-04-14,"Guilty",0,0,0,0,0,0,0,0,0,0
2015-04-14,"Guilty Plea/Nolo",0,0,0,0,0,0,0,0,4,0
2015-04-14,"Not Guilty/Acquittal",0,0,0,0,0,0,0,0,0,0
2015-04-14,"Total",2,0,1,0,0,0,0,0,4,2
2015-04-15,"Dismissed/Withdrawn/Etc",0,0,1,0,0,0,0,1,1,0
2015-04-15,"Diversion",0,0,0,0,0,0,0,0,0,0
2015-04-15,"Guilty",0,0,0,0,0,0,0,0,0,0
2015-04-15,"Guilty Plea/Nolo",0,0,1,0,0,0,0,1,3,7
2015-04-15,"Not Guilty/Acquittal",0,0,0,0,0,0,0,0,0,0
2015-04-15,"Total",0,0,2,0,0,0,0,2,4,7
2015-04-16,"Dismissed/Withdrawn/Etc",1,0,3,0,0,0,0,0,0,4
2015-04-16,"Diversion",0,0,0,0,0,0,0,0,0,0
2015-04-16,"Guilty",0,0,19,0,0,0,2,1,16,11
2015-04-16,"Guilty Plea/Nolo",0,0,0,0,0,0,0,1,2,1
2015-04-16,"Not Guilty/Acquittal",0,0,0,0,0,0,0,0,0,0
2015-04-16,"Total",1,0,22,0,0,0,2,2,18,16
2015-04-17,"Dismissed/Withdrawn/Etc",6,0,0,0,0,0,0,2,1,7
2015-04-17,"Diversion",0,0,0,0,0,0,0,0,0,0
2015-04-17,"Guilty",0,0,0,0,0,0,0,0,0,3
2015-04-17,"Guilty Plea/Nolo",1,0,0,0,0,0,0,1,4,9
2015-04-17,"Not Guilty/Acquittal",0,0,0,0,0,0,0,0,0,0
2015-04-17,"Total",7,0,0,0,0,0,0,3,5,19
2015-04-20,"Dismissed/Withdrawn/Etc",19,0,2,1,0,0,0,0,5,6
2015-04-20,"Diversion",0,0,0,0,0,0,0,0,0,0
2015-04-20,"Guilty",0,0,7,2,0,1,3,3,31,28
2015-04-20,"Guilty Plea/Nolo",1,0,0,0,0,0,0,2,7,4
2015-04-20,"Not Guilty/Acquittal",0,0,0,0,0,0,0,1,2,9
2015-04-20,"Total",20,0,9,3,0,1,3,6,45,47
2015-04-21,"Dismissed/Withdrawn/Etc",12,0,0,1,1,1,2,3,7,22
2015-04-21,"Diversion",0,0,0,0,0,0,0,0,0,0
2015-04-21,"Guilty",0,0,11,1,0,1,3,1,35,21
2015-04-21,"Guilty Plea/Nolo",0,0,0,0,0,0,0,0,2,3
2015-04-21,"Not Guilty/Acquittal",0,0,0,0,0,0,0,4,5,4
2015-04-21,"Total",12,0,11,2,1,2,5,8,49,50
2015-04-22,"Dismissed/Withdrawn/Etc",7,1,6,0,0,0,0,0,4,3
2015-04-22,"Diversion",0,0,0,0,0,0,0,0,0,0
2015-04-22,"Guilty",0,0,10,0,0,2,0,1,28,39
2015-04-22,"Guilty Plea/Nolo",4,0,0,0,0,0,0,0,2,5
2015-04-22,"Not Guilty/Acquittal",0,0,1,0,0,0,0,3,4,9
2015-04-22,"Total",11,1,17,0,0,2,0,4,38,56
2015-04-23,"Dismissed/Withdrawn/Etc",3,0,3,0,0,0,0,0,4,6
2015-04-23,"Diversion",0,0,0,0,0,0,0,0,0,0
2015-04-23,"Guilty",0,0,36,0,0,1,2,3,55,22
2015-04-23,"Guilty Plea/Nolo",0,0,0,0,0,0,1,0,3,1
2015-04-23,"Not Guilty/Acquittal",0,0,1,0,0,0,0,4,7,3
2015-04-23,"Total",3,0,40,0,0,1,3,7,69,32
2015-04-24,"Dismissed/Withdrawn/Etc",7,0,4,0,0,1,0,0,4,12
2015-04-24,"Diversion",0,0,0,0,0,0,0,0,0,0
2015-04-24,"Guilty",0,0,16,0,0,3,1,4,36,23
2015-04-24,"Guilty Plea/Nolo",2,0,0,0,0,0,0,1,7,8
2015-04-24,"Not Guilty/Acquittal",0,0,1,0,0,0,2,5,7,4
2015-04-24,"Total",9,0,21,0,0,4,3,10,54,47
2015-04-25,"Dismissed/Withdrawn/Etc",0,0,0,0,0,0,0,0,0,0
2015-04-25,"Diversion",29,0,31,0,11,3,7,21,37,25
2015-04-25,"Guilty",0,0,0,0,0,0,0,0,0,0
2015-04-25,"Guilty Plea/Nolo",0,0,0,0,0,0,0,0,0,0
2015-04-25,"Not Guilty/Acquittal",0,0,0,0,0,0,0,0,0,0
2015-04-25,"Total",29,0,31,0,11,3,7,21,37,25
2015-04-27,"Dismissed/Withdrawn/Etc",7,0,2,0,0,0,0,2,0,6
2015-04-27,"Diversion",0,0,0,0,0,0,0,0,0,0
2015-04-27,"Guilty",0,0,11,0,0,0,2,8,39,28
2015-04-27,"Guilty Plea/Nolo",2,0,0,0,0,0,0,0,3,2
2015-04-27,"Not Guilty/Acquittal",0,0,0,0,0,0,0,0,1,2
2015-04-27,"Total",9,0,13,0,0,0,2,10,43,38
2015-04-28,"Dismissed/Withdrawn/Etc",3,0,0,0,0,0,0,1,0,5
2015-04-28,"Diversion",0,0,0,0,0,0,0,0,0,0
2015-04-28,"Guilty",1,0,8,0,0,0,4,8,52,46
2015-04-28,"Guilty Plea/Nolo",0,0,1,0,0,1,0,1,6,2
2015-04-28,"Not Guilty/Acquittal",0,0,0,0,0,0,0,0,0,0
2015-04-28,"Total",4,0,9,0,0,1,4,10,58,53
2015-04-29,"Dismissed/Withdrawn/Etc",3,0,4,0,0,0,0,0,3,7
2015-04-29,"Diversion",0,0,0,0,0,0,0,0,0,1
2015-04-29,"Guilty",1,0,16,0,0,1,4,5,45,45
2015-04-29,"Guilty Plea/Nolo",0,0,0,0,0,0,0,1,2,8
2015-04-29,"Not Guilty/Acquittal",0,0,0,0,0,0,0,0,2,3
2015-04-29,"Total",4,0,20,0,0,1,4,6,52,64
2015-04-30,"Dismissed/Withdrawn/Etc",7,0,0,0,0,0,0,0,8,3
2015-04-30,"Diversion",0,0,0,0,0,0,0,0,0,0
2015-04-30,"Guilty",0,0,14,0,2,2,3,8,47,34
2015-04-30,"Guilty Plea/Nolo",0,0,2,0,0,0,0,0,0,0
2015-04-30,"Not Guilty/Acquittal",0,0,0,0,0,0,0,0,1,1
2015-04-30,"Total",7,0,16,0,2,2,3,8,56,38
2015-05-01,"Dismissed/Withdrawn/Etc",9,0,3,0,0,0,0,2,8,6
2015-05-01,"Diversion",0,0,0,0,0,0,0,0,0,0
2015-05-01,"Guilty",0,0,6,0,0,3,3,5,45,50
2015-05-01,"Guilty Plea/Nolo",0,0,0,0,0,0,0,1,6,9
2015-05-01,"Not Guilty/Acquittal",0,0,0,0,0,0,0,0,0,1
2015-05-01,"Total",9,0,9,0,0,3,3,8,59,66
2015-05-04,"Dismissed/Withdrawn/Etc",6,0,1,1,0,0,0,3,3,5
2015-05-04,"Diversion",0,0,0,0,0,0,0,0,0,0
2015-05-04,"Guilty",0,0,7,0,0,1,5,6,59,34
2015-05-04,"Guilty Plea/Nolo",2,0,0,0,0,0,1,0,2,5
2015-05-04,"Not Guilty/Acquittal",0,0,0,0,0,0,0,0,0,1
2015-05-04,"Total",8,0,8,1,0,1,6,9,64,45
2015-05-05,"Dismissed/Withdrawn/Etc",6,0,2,1,0,0,2,5,1,8
2015-05-05,"Diversion",0,0,0,0,0,0,0,0,0,0
2015-05-05,"Guilty",1,0,14,1,0,1,1,12,44,41
2015-05-05,"Guilty Plea/Nolo",2,0,0,0,0,0,0,0,4,4
2015-05-05,"Not Guilty/Acquittal",0,0,0,0,0,0,0,0,0,0
2015-05-05,"Total",9,0,16,2,0,1,3,17,49,53
2015-05-06,"Dismissed/Withdrawn/Etc",25,0,3,1,0,0,0,2,1,8
2015-05-06,"Diversion",0,0,0,0,0,0,0,0,0,0
2015-05-06,"Guilty",0,0,8,1,0,0,7,9,28,36
2015-05-06,"Guilty Plea/Nolo",0,0,2,0,0,0,0,0,6,8
2015-05-06,"Not Guilty/Acquittal",0,0,1,0,0,0,0,1,1,1
2015-05-06,"Total",25,0,14,2,0,0,7,12,36,53
2015-05-11,"Dismissed/Withdrawn/Etc",0,0,0,0,0,0,0,0,0,0
2015-05-11,"Diversion",0,0,0,0,0,0,0,0,0,0
2015-05-11,"Guilty",0,0,0,0,0,0,0,0,0,0
2015-05-11,"Guilty Plea/Nolo",3,0,0,0,0,0,0,0,4,4
2015-05-11,"Not Guilty/Acquittal",0,0,0,0,0,0,0,0,0,0
2015-05-11,"Total",3,0,0,0,0,0,0,0,4,4
2015-05-12,"Dismissed/Withdrawn/Etc",0,0,0,0,0,0,0,0,0,0
2015-05-12,"Diversion",0,0,0,0,0,0,0,0,0,0
2015-05-12,"Guilty",0,0,0,0,0,0,0,0,0,0
2015-05-12,"Guilty Plea/Nolo",0,0,0,0,0,0,0,0,4,6
2015-05-12,"Not Guilty/Acquittal",0,0,0,0,0,0,0,0,0,0
2015-05-12,"Total",0,0,0,0,0,0,0,0,4,6
2015-05-13,"Dismissed/Withdrawn/Etc",0,0,0,0,0,0,0,0,2,4
2015-05-13,"Diversion",0,0,2,0,0,0,0,0,0,0
2015-05-13,"Guilty",0,0,7,0,0,2,1,4,19,16
2015-05-13,"Guilty Plea/Nolo",1,0,1,0,0,0,0,0,2,1
2015-05-13,"Not Guilty/Acquittal",0,0,0,0,0,0,0,0,0,0
2015-05-13,"Total",1,0,10,0,0,2,1,4,23,21
2015-05-14,"Dismissed/Withdrawn/Etc",1,0,0,0,0,0,0,0,0,0
2015-05-14,"Diversion",0,0,0,0,0,0,0,0,0,0
2015-05-14,"Guilty",0,0,5,0,2,1,1,0,15,1
2015-05-14,"Guilty Plea/Nolo",0,0,2,0,0,0,0,0,7,4
2015-05-14,"Not Guilty/Acquittal",0,0,0,0,0,0,0,0,0,0
2015-05-14,"Total",1,0,7,0,2,1,1,0,22,5
2015-05-15,"Dismissed/Withdrawn/Etc",6,0,0,1,0,0,1,0,0,10
2015-05-15,"Diversion",0,0,0,0,0,0,0,0,0,0
2015-05-15,"Guilty",0,0,0,0,0,0,0,0,3,2
2015-05-15,"Guilty Plea/Nolo",0,0,3,0,0,0,0,0,5,8
2015-05-15,"Not Guilty/Acquittal",0,0,0,0,0,0,1,0,0,2
2015-05-15,"Total",6,0,3,1,0,0,2,0,8,22
2015-05-16,"Dismissed/Withdrawn/Etc",0,0,0,0,0,0,0,0,0,0
2015-05-16,"Diversion",14,0,18,0,13,1,9,15,30,73
2015-05-16,"Guilty",0,0,0,0,0,0,0,0,0,0
2015-05-16,"Guilty Plea/Nolo",0,0,0,0,0,0,0,0,0,0
2015-05-16,"Not Guilty/Acquittal",0,0,0,0,0,0,0,0,0,0
2015-05-16,"Total",14,0,18,0,13,1,9,15,30,73
2015-05-18,"Dismissed/Withdrawn/Etc",0,0,0,0,0,0,0,0,0,0
2015-05-18,"Diversion",0,0,0,0,0,0,0,0,0,0
2015-05-18,"Guilty",0,0,0,0,0,0,0,0,0,0
2015-05-18,"Guilty Plea/Nolo",0,0,1,0,0,0,0,0,3,4
2015-05-18,"Not Guilty/Acquittal",0,0,0,0,0,0,0,0,0,0
2015-05-18,"Total",0,0,1,0,0,0,0,0,3,4
2015-05-19,"Dismissed/Withdrawn/Etc",0,0,0,0,0,0,0,0,0,0
2015-05-19,"Diversion",0,0,0,0,0,0,0,0,0,0
2015-05-19,"Guilty",0,0,0,0,0,0,0,0,0,0
2015-05-19,"Guilty Plea/Nolo",0,0,0,0,0,0,0,1,6,4
2015-05-19,"Not Guilty/Acquittal",0,0,0,0,0,0,0,0,0,0
2015-05-19,"Total",0,0,0,0,0,0,0,1,6,4
2015-05-20,"Dismissed/Withdrawn/Etc",1,0,0,1,0,0,0,0,0,1
2015-05-20,"Diversion",0,0,0,0,0,0,0,0,0,0
2015-05-20,"Guilty",0,0,0,0,0,0,0,0,0,0
2015-05-20,"Guilty Plea/Nolo",0,0,2,0,0,1,0,0,0,4
2015-05-20,"Not Guilty/Acquittal",0,0,0,0,0,0,0,0,0,0
2015-05-20,"Total",1,0,2,1,0,1,0,0,0,5
2015-05-21,"Dismissed/Withdrawn/Etc",0,0,0,0,0,0,0,0,0,2
2015-05-21,"Diversion",0,0,0,0,0,0,0,0,0,0
2015-05-21,"Guilty",0,0,4,0,0,2,2,7,31,26
2015-05-21,"Guilty Plea/Nolo",3,0,0,0,0,0,0,0,2,2
2015-05-21,"Not Guilty/Acquittal",0,0,0,0,0,0,0,0,0,0
2015-05-21,"Total",3,0,4,0,0,2,2,7,33,30
2015-05-22,"Dismissed/Withdrawn/Etc",8,0,1,0,0,0,1,9,0,10
2015-05-22,"Diversion",0,0,0,0,0,0,0,0,0,0
2015-05-22,"Guilty",1,0,0,0,0,1,0,0,1,1
2015-05-22,"Guilty Plea/Nolo",0,0,2,0,0,0,0,0,9,10
2015-05-22,"Not Guilty/Acquittal",0,0,0,0,0,0,0,0,0,0
2015-05-22,"Total",9,0,3,0,0,1,1,9,10,21
2015-05-26,"Dismissed/Withdrawn/Etc",0,0,0,0,0,0,0,2,0,2
2015-05-26,"Diversion",0,0,0,0,0,0,0,0,0,0
2015-05-26,"Guilty",0,0,0,0,0,0,0,0,0,0
2015-05-26,"Guilty Plea/Nolo",1,0,0,0,0,0,0,0,4,3
2015-05-26,"Not Guilty/Acquittal",0,0,0,0,0,0,0,0,0,0
2015-05-26,"Total",1,0,0,0,0,0,0,2,4,5
2015-05-27,"Dismissed/Withdrawn/Etc",0,0,1,0,0,0,0,0,2,3
2015-05-27,"Diversion",0,0,0,0,0,0,0,0,0,0
2015-05-27,"Guilty",1,0,5,0,0,2,0,6,31,22
2015-05-27,"Guilty Plea/Nolo",0,0,1,0,0,0,0,0,3,1
2015-05-27,"Not Guilty/Acquittal",0,0,0,0,0,0,0,0,0,0
2015-05-27,"Total",1,0,7,0,0,2,0,6,36,26
2015-05-28,"Dismissed/Withdrawn/Etc",1,0,0,0,0,0,0,2,1,3
2015-05-28,"Diversion",0,0,0,0,0,0,0,0,0,0
2015-05-28,"Guilty",1,0,1,0,0,2,4,11,36,16
2015-05-28,"Guilty Plea/Nolo",2,0,0,0,0,0,0,1,4,4
2015-05-28,"Not Guilty/Acquittal",0,0,0,0,0,0,0,0,0,0
2015-05-28,"Total",4,0,1,0,0,2,4,14,41,23
2015-05-29,"Dismissed/Withdrawn/Etc",3,2,0,0,0,0,0,1,2,9
2015-05-29,"Diversion",0,0,0,0,0,0,0,0,0,0
2015-05-29,"Guilty",1,0,0,0,0,0,0,0,0,0
2015-05-29,"Guilty Plea/Nolo",2,0,0,0,0,0,1,1,7,13
2015-05-29,"Not Guilty/Acquittal",0,0,0,0,0,0,0,0,0,0
2015-05-29,"Total",6,2,0,0,0,0,1,2,9,22
2015-05-30,"Dismissed/Withdrawn/Etc",0,0,0,0,0,0,0,0,0,0
2015-05-30,"Diversion",24,0,22,0,7,1,6,16,22,40
2015-05-30,"Guilty",0,0,0,0,0,0,0,0,0,0
2015-05-30,"Guilty Plea/Nolo",0,0,0,0,0,0,0,0,0,0
2015-05-30,"Not Guilty/Acquittal",0,0,0,0,0,0,0,0,0,0
2015-05-30,"Total",24,0,22,0,7,1,6,16,22,40
2015-06-01,"Dismissed/Withdrawn/Etc",12,0,11,0,0,0,0,6,24,26
2015-06-01,"Diversion",0,0,0,0,0,0,0,0,0,0
2015-06-01,"Guilty",4,0,12,1,0,1,2,8,14,13
2015-06-01,"Guilty Plea/Nolo",1,0,0,0,0,0,0,0,7,3
2015-06-01,"Not Guilty/Acquittal",0,0,0,1,0,0,0,1,2,4
2015-06-01,"Total",17,0,23,2,0,1,2,15,47,46
2015-06-02,"Dismissed/Withdrawn/Etc",7,0,8,3,1,0,0,9,47,27
2015-06-02,"Diversion",0,0,0,0,0,0,0,0,0,0
2015-06-02,"Guilty",0,0,1,0,0,2,4,3,11,14
2015-06-02,"Guilty Plea/Nolo",2,0,1,1,0,0,0,3,7,6
2015-06-02,"Not Guilty/Acquittal",0,0,0,0,0,0,0,0,0,0
2015-06-02,"Total",9,0,10,4,1,2,4,15,65,47
2015-06-03,"Dismissed/Withdrawn/Etc",6,0,7,0,0,0,2,2,60,42
2015-06-03,"Diversion",0,0,1,0,0,0,0,0,0,0
2015-06-03,"Guilty",0,0,8,0,0,1,1,1,35,38
2015-06-03,"Guilty Plea/Nolo",2,0,3,0,0,1,0,0,5,4
2015-06-03,"Not Guilty/Acquittal",0,0,1,0,0,0,0,0,6,8
2015-06-03,"Total",8,0,20,0,0,2,3,3,106,92
2015-06-04,"Dismissed/Withdrawn/Etc",8,0,5,1,0,1,2,2,39,27
2015-06-04,"Diversion",0,0,0,0,0,0,0,0,0,0
2015-06-04,"Guilty",2,0,7,0,0,0,3,6,9,19
2015-06-04,"Guilty Plea/Nolo",2,0,2,0,0,0,1,3,5,5
2015-06-04,"Not Guilty/Acquittal",1,0,0,0,0,0,0,1,1,2
2015-06-04,"Total",13,0,14,1,0,1,6,12,54,53
2015-06-05,"Dismissed/Withdrawn/Etc",9,0,3,0,0,1,1,7,51,35
2015-06-05,"Diversion",0,0,0,0,0,0,0,0,0,0
2015-06-05,"Guilty",0,0,18,0,0,3,9,14,37,38
2015-06-05,"Guilty Plea/Nolo",2,0,1,0,0,1,1,0,4,5
2015-06-05,"Not Guilty/Acquittal",1,0,0,0,0,0,0,0,1,5
2015-06-05,"Total",12,0,22,0,0,5,11,21,93,83
2015-06-08,"Dismissed/Withdrawn/Etc",2,0,1,0,0,0,0,0,5,4
2015-06-08,"Diversion",0,0,0,0,0,0,0,0,0,0
2015-06-08,"Guilty",3,0,12,0,0,0,5,17,43,45
2015-06-08,"Guilty Plea/Nolo",0,0,1,1,0,0,0,0,6,4
2015-06-08,"Not Guilty/Acquittal",0,0,0,0,0,0,0,1,0,0
2015-06-08,"Total",5,0,14,1,0,0,5,18,54,53
2015-06-09,"Dismissed/Withdrawn/Etc",0,0,2,0,0,0,0,1,2,3
2015-06-09,"Diversion",0,0,0,0,0,0,0,0,0,0
2015-06-09,"Guilty",4,0,11,1,0,2,5,2,46,58
2015-06-09,"Guilty Plea/Nolo",1,0,0,1,0,0,1,0,1,7
2015-06-09,"Not Guilty/Acquittal",0,0,1,0,0,0,0,0,0,1
2015-06-09,"Total",5,0,14,2,0,2,6,3,49,69
2015-06-10,"Dismissed/Withdrawn/Etc",0,0,0,0,0,0,0,1,2,1
2015-06-10,"Diversion",0,0,0,0,0,0,0,0,0,0
2015-06-10,"Guilty",4,0,9,0,0,2,3,10,49,50
2015-06-10,"Guilty Plea/Nolo",0,0,1,0,0,0,0,0,5,14
2015-06-10,"Not Guilty/Acquittal",0,0,0,0,0,0,0,7,1,4
2015-06-10,"Total",4,0,10,0,0,2,3,18,57,69
2015-06-11,"Dismissed/Withdrawn/Etc",4,0,0,3,0,0,0,2,2,3
2015-06-11,"Diversion",0,0,0,0,0,0,0,0,0,0
2015-06-11,"Guilty",2,0,7,0,0,1,11,15,50,41
2015-06-11,"Guilty Plea/Nolo",0,0,0,1,0,0,0,0,1,1
2015-06-11,"Not Guilty/Acquittal",1,0,0,0,0,0,0,0,0,2
2015-06-11,"Total",7,0,7,4,0,1,11,17,53,47
2015-06-12,"Dismissed/Withdrawn/Etc",7,0,0,0,0,0,1,0,5,17
2015-06-12,"Diversion",0,0,0,0,0,0,0,0,0,0
2015-06-12,"Guilty",0,0,3,0,0,1,8,8,70,41
2015-06-12,"Guilty Plea/Nolo",0,0,0,0,0,0,0,1,1,6
2015-06-12,"Not Guilty/Acquittal",0,0,0,0,0,0,0,0,0,1
2015-06-12,"Total",7,0,3,0,0,1,9,9,76,65
2015-06-13,"Dismissed/Withdrawn/Etc",0,0,0,0,0,0,0,0,0,0
2015-06-13,"Diversion",35,0,10,0,7,3,8,20,32,47
2015-06-13,"Guilty",0,0,0,0,0,0,0,0,0,0
2015-06-13,"Guilty Plea/Nolo",0,0,0,0,0,0,0,0,0,0
2015-06-13,"Not Guilty/Acquittal",0,0,0,0,0,0,0,0,0,0
2015-06-13,"Total",35,0,10,0,7,3,8,20,32,47
2015-06-15,"Dismissed/Withdrawn/Etc",2,0,0,1,0,0,1,4,6,9
2015-06-15,"Diversion",0,0,0,0,0,0,0,0,0,0
2015-06-15,"Guilty",1,0,7,1,0,0,10,8,47,39
2015-06-15,"Guilty Plea/Nolo",0,0,0,0,0,0,0,0,7,4
2015-06-15,"Not Guilty/Acquittal",0,0,0,0,0,0,0,0,0,0
2015-06-15,"Total",3,0,7,2,0,0,11,12,60,52
2015-06-16,"Dismissed/Withdrawn/Etc",0,0,3,0,0,0,0,0,1,4
2015-06-16,"Diversion",0,0,0,0,0,0,0,0,0,0
2015-06-16,"Guilty",1,0,10,0,0,0,8,16,51,38
2015-06-16,"Guilty Plea/Nolo",0,0,5,0,0,0,0,0,4,10
2015-06-16,"Not Guilty/Acquittal",0,0,0,0,0,0,0,0,1,2
2015-06-16,"Total",1,0,18,0,0,0,8,16,57,54
